vref,Protasis,Protasis IDs,Protasis Glosses,Protasis Greek,Apodosis,Apodosis IDs,Apodosis Glosses,Apodosis Greek,result,Duplicates,Possible_Tokens
MAT 5:47,if you greet only your brothers,"('n40005047002', 'n40005047003', 'n40005047004', 'n40005047005', 'n40005047006', 'n40005047007')","('if', 'you greet', 'the', 'brothers', 'of you', 'only')","('ἐὰν', 'ἀσπάσησθε', 'τοὺς', 'ἀδελφοὺς', 'ὑμῶν', 'μόνον')",what more are you doing than others?,"('n40005047008', 'n40005047009', 'n40005047010', 'n40005047011', 'n40005047012', 'n40005047013', 'n40005047014', 'n40005047015', 'n40005047016', 'n40005047017')","('what', 'extraordinary', 'do you', 'Do not', 'also', 'the', 'Gentiles', 'the', 'same', 'do')","('τί', 'περισσὸν', 'ποιεῖτε', 'οὐχὶ', 'καὶ', 'οἱ', 'ἐθνικοὶ', 'τὸ', 'αὐτὸ', 'ποιοῦσιν')",pass,,"[('n40005047001', 'And', 'καὶ'), ('n40005047002', 'if', 'ἐὰν'), ('n40005047003', 'you greet', 'ἀσπάσησθε'), ('n40005047004', 'the', 'τοὺς'), ('n40005047005', 'brothers', 'ἀδελφοὺς'), ('n40005047006', 'of you', 'ὑμῶν'), ('n40005047007', 'only', 'μόνον'), ('n40005047008', 'what', 'τί'), ('n40005047009', 'extraordinary', 'περισσὸν'), ('n40005047010', 'do you', 'ποιεῖτε'), ('n40005047011', 'Do not', 'οὐχὶ'), ('n40005047012', 'also', 'καὶ'), ('n40005047013', 'the', 'οἱ'), ('n40005047014', 'Gentiles', 'ἐθνικοὶ'), ('n40005047015', 'the', 'τὸ'), ('n40005047016', 'same', 'αὐτὸ'), ('n40005047017', 'do', 'ποιοῦσιν')]"
MAT 6:1,if you do,"('n40006001006', 'n40006001007', 'n40006001008', 'n40006001009', 'n40006001010', 'n40006001011', 'n40006001012', 'n40006001013', 'n40006001014')","('not', 'to do', 'before', '-', 'men', 'in order', '-', 'to be seen', 'by them')","('μὴ', 'ποιεῖν', 'ἔμπροσθεν', 'τῶν', 'ἀνθρώπων', 'πρὸς', 'τὸ', 'θεαθῆναι', 'αὐτοῖς')",you will have no reward from your Father in heaven,"('n40006001015', 'n40006001017', 'n40006001018', 'n40006001019', 'n40006001020', 'n40006001021', 'n40006001022', 'n40006001023', 'n40006001024', 'n40006001025', 'n40006001026', 'n40006001027', 'n40006001028', 'n40006001029')","('if', 'not', 'indeed', 'reward', 'not', 'have you', 'with', 'the', 'Father', 'of you', 'who [is]', 'in', 'the', 'heavens')","('εἰ', 'μή', 'γε', 'μισθὸν', 'οὐ', 'ἔχετε', 'παρὰ', 'τῷ', 'πατρὶ', 'ὑμῶν', 'τῷ', 'ἐν', 'τοῖς', 'οὐρανοῖς')",pass,,"[('n40006001001', 'Beware', 'Προσέχετε'), ('n40006001002', 'now', 'δὲ'), ('n40006001003', 'the', 'τὴν'), ('n40006001004', 'righteousness', 'δικαιοσύνην'), ('n40006001005', 'of you', 'ὑμῶν'), ('n40006001006', 'not', 'μὴ'), ('n40006001007', 'to do', 'ποιεῖν'), ('n40006001008', 'before', 'ἔμπροσθεν'), ('n40006001009', '-', 'τῶν'), ('n40006001010', 'men', 'ἀνθρώπων'), ('n40006001011', 'in order', 'πρὸς'), ('n40006001012', '-', 'τὸ'), ('n40006001013', 'to be seen', 'θεαθῆναι'), ('n40006001014', 'by them', 'αὐτοῖς'), ('n40006001015', 'if', 'εἰ'), ('n40006001016', 'now', 'δὲ'), ('n40006001017', nan, 'μή'), ('n40006001018', nan, 'γε'), ('n40006001019', 'reward', 'μισθὸν'), ('n40006001020', 'not', 'οὐ'), ('n40006001021', 'have you', 'ἔχετε'), ('n40006001022', 'with', 'παρὰ'), ('n40006001023', 'the', 'τῷ'), ('n40006001024', 'Father', 'πατρὶ'), ('n40006001025', 'of you', 'ὑμῶν'), ('n40006001026', 'who [is]', 'τῷ'), ('n40006001027', 'in', 'ἐν'), ('n40006001028', 'the', 'τοῖς'), ('n40006001029', 'heavens', 'οὐρανοῖς')]"
MAT 6:14,if you forgive others their trespasses,"('n40006014001', 'n40006014003', 'n40006014004', 'n40006014005', 'n40006014006', 'n40006014007', 'n40006014008')","('If', 'you forgive', '-', 'men', 'the', 'trespasses', 'of them')","('ἐὰν', 'ἀφῆτε', 'τοῖς', 'ἀνθρώποις', 'τὰ', 'παραπτώματα', 'αὐτῶν')",your heavenly Father will also forgive you,"('n40006014009', 'n40006014010', 'n40006014011', 'n40006014012', 'n40006014013', 'n40006014014', 'n40006014016')","('will forgive', 'also', 'you', 'the', 'Father', 'of you', 'Heavenly')","('ἀφήσει', 'καὶ', 'ὑμῖν', 'ὁ', 'πατὴρ', 'ὑμῶν', 'οὐράνιος')",pass,,"[('n40006014001', 'If', 'ἐὰν'), ('n40006014002', 'for', 'γὰρ'), ('n40006014003', 'you forgive', 'ἀφῆτε'), ('n40006014004', '-', 'τοῖς'), ('n40006014005', 'men', 'ἀνθρώποις'), ('n40006014006', 'the', 'τὰ'), ('n40006014007', 'trespasses', 'παραπτώματα'), ('n40006014008', 'of them', 'αὐτῶν'), ('n40006014009', 'will forgive', 'ἀφήσει'), ('n40006014010', 'also', 'καὶ'), ('n40006014011', 'you', 'ὑμῖν'), ('n40006014012', 'the', 'ὁ'), ('n40006014013', 'Father', 'πατὴρ'), ('n40006014014', 'of you', 'ὑμῶν'), ('n40006014015', '-', 'ὁ'), ('n40006014016', 'Heavenly', 'οὐράνιος')]"
MAT 6:15,NaN,"('n40006015001', 'n40006015003', 'n40006015004', 'n40006015005', 'n40006015006')","('If', 'not', 'you forgive', '-', 'men')","('ἐὰν', 'μὴ', 'ἀφῆτε', 'τοῖς', 'ἀνθρώποις')",neither will your Father forgive your trespasses,"('n40006015007', 'n40006015008', 'n40006015009', 'n40006015010', 'n40006015011', 'n40006015012', 'n40006015013', 'n40006015014')","('neither', 'the', 'Father', 'of you', 'will forgive', 'the', 'trespasses', 'of you')","('οὐδὲ', 'ὁ', 'πατὴρ', 'ὑμῶν', 'ἀφήσει', 'τὰ', 'παραπτώματα', 'ὑμῶν')",pass,,"[('n40006015001', 'If', 'ἐὰν'), ('n40006015002', 'however', 'δὲ'), ('n40006015003', 'not', 'μὴ'), ('n40006015004', 'you forgive', 'ἀφῆτε'), ('n40006015005', '-', 'τοῖς'), ('n40006015006', 'men', 'ἀνθρώποις'), ('n40006015007', 'neither', 'οὐδὲ'), ('n40006015008', 'the', 'ὁ'), ('n40006015009', 'Father', 'πατὴρ'), ('n40006015010', 'of you', 'ὑμῶν'), ('n40006015011', 'will forgive', 'ἀφήσει'), ('n40006015012', 'the', 'τὰ'), ('n40006015013', 'trespasses', 'παραπτώματα'), ('n40006015014', 'of you', 'ὑμῶν')]"
MAT 6:22,if your eye is healthy,"('n40006022008', 'n40006022013', 'n40006022011', 'n40006022012', 'n40006022014')","('If', 'of you', 'the', 'eye', 'clear')","('ἐὰν', 'σου', 'ὁ', 'ὀφθαλμός', 'ἁπλοῦς')",your whole body will be full of light,"('n40006022015', 'n40006022016', 'n40006022017', 'n40006022018', 'n40006022019', 'n40006022020')","('[the] whole', '-', 'body', 'of you', 'full of light', 'will be')","('ὅλον', 'τὸ', 'σῶμά', 'σου', 'φωτεινὸν', 'ἔσται')",pass,,"[('n40006022001', 'The', 'Ὁ'), ('n40006022002', 'lamp', 'λύχνος'), ('n40006022003', 'of the', 'τοῦ'), ('n40006022004', 'body', 'σώματός'), ('n40006022005', 'is', 'ἐστιν'), ('n40006022006', 'the', 'ὁ'), ('n40006022007', 'eye', 'ὀφθαλμός'), ('n40006022008', 'If', 'ἐὰν'), ('n40006022009', 'therefore', 'οὖν'), ('n40006022010', 'is', 'ᾖ'), ('n40006022011', 'the', 'ὁ'), ('n40006022012', 'eye', 'ὀφθαλμός'), ('n40006022013', 'of you', 'σου'), ('n40006022014', 'clear', 'ἁπλοῦς'), ('n40006022015', '[the] whole', 'ὅλον'), ('n40006022016', '-', 'τὸ'), ('n40006022017', 'body', 'σῶμά'), ('n40006022018', 'of you', 'σου'), ('n40006022019', 'full of light', 'φωτεινὸν'), ('n40006022020', 'will be', 'ἔσται')]"
MAT 6:23,if your eye is bad,"('n40006023001', 'n40006023003', 'n40006023004', 'n40006023005', 'n40006023006', 'n40006023007')","('If', 'the', 'eye', 'of you', 'evil', 'is')","('ἐὰν', 'ὁ', 'ὀφθαλμός', 'σου', 'πονηρὸς', 'ᾖ')",your whole body will be full of darkness,"('n40006023010', 'n40006023011', 'n40006023012', 'n40006023013')","('body', 'of you', 'full of darkness', 'will be')","('σῶμά', 'σου', 'σκοτεινὸν', 'ἔσται')",pass,Protasis IDs duplicated,"[('n40006023001', 'If', 'ἐὰν'), ('n40006023002', 'however', 'δὲ'), ('n40006023003', 'the', 'ὁ'), ('n40006023004', 'eye', 'ὀφθαλμός'), ('n40006023005', 'of you', 'σου'), ('n40006023006', 'evil', 'πονηρὸς'), ('n40006023007', 'is', 'ᾖ'), ('n40006023008', 'all', 'ὅλον'), ('n40006023009', 'the', 'τὸ'), ('n40006023010', 'body', 'σῶμά'), ('n40006023011', 'of you', 'σου'), ('n40006023012', 'full of darkness', 'σκοτεινὸν'), ('n40006023013', 'will be', 'ἔσται'), ('n40006023014', 'If', 'εἰ'), ('n40006023015', 'then', 'οὖν'), ('n40006023016', 'the', 'τὸ'), ('n40006023017', 'light', 'φῶς'), ('n40006023018', 'that [is]', 'τὸ'), ('n40006023019', 'within', 'ἐν'), ('n40006023020', 'you', 'σοὶ'), ('n40006023021', 'darkness', 'σκότος'), ('n40006023022', 'is', 'ἐστίν'), ('n40006023023', 'that', 'τὸ'), ('n40006023024', 'darkness', 'σκότος'), ('n40006023025', 'how great', 'πόσον')]"
MAT 6:23,if then the light in you is darkness,"('n40006023001', 'n40006023003', 'n40006023004', 'n40006023005', 'n40006023006', 'n40006023007')","('If', 'the', 'eye', 'of you', 'evil', 'is')","('ἐὰν', 'ὁ', 'ὀφθαλμός', 'σου', 'πονηρὸς', 'ᾖ')",how great is the darkness,"('n40006023010', 'n40006023011', 'n40006023012', 'n40006023013')","('body', 'of you', 'full of darkness', 'will be')","('σῶμά', 'σου', 'σκοτεινὸν', 'ἔσται')",pass,Protasis IDs duplicated,"[('n40006023001', 'If', 'ἐὰν'), ('n40006023002', 'however', 'δὲ'), ('n40006023003', 'the', 'ὁ'), ('n40006023004', 'eye', 'ὀφθαλμός'), ('n40006023005', 'of you', 'σου'), ('n40006023006', 'evil', 'πονηρὸς'), ('n40006023007', 'is', 'ᾖ'), ('n40006023008', 'all', 'ὅλον'), ('n40006023009', 'the', 'τὸ'), ('n40006023010', 'body', 'σῶμά'), ('n40006023011', 'of you', 'σου'), ('n40006023012', 'full of darkness', 'σκοτεινὸν'), ('n40006023013', 'will be', 'ἔσται'), ('n40006023014', 'If', 'εἰ'), ('n40006023015', 'then', 'οὖν'), ('n40006023016', 'the', 'τὸ'), ('n40006023017', 'light', 'φῶς'), ('n40006023018', 'that [is]', 'τὸ'), ('n40006023019', 'within', 'ἐν'), ('n40006023020', 'you', 'σοὶ'), ('n40006023021', 'darkness', 'σκότος'), ('n40006023022', 'is', 'ἐστίν'), ('n40006023023', 'that', 'τὸ'), ('n40006023024', 'darkness', 'σκότος'), ('n40006023025', 'how great', 'πόσον')]"
MAT 6:30,if God so clothes the grass of the field...,"('n40006030001', 'n40006030014', 'n40006030016', 'n40006030017')","('If', 'God', 'thus', 'clothes')","('εἰ', 'θεὸς', 'οὕτως', 'ἀμφιέννυσιν')",will he not much more clothe you?,"('n40006030018', 'n40006030019', 'n40006030020', 'n40006030021')","('[will He] not', 'much', 'more', 'you')","('οὐ', 'πολλῷ', 'μᾶλλον', 'ὑμᾶς')",pass,,"[('n40006030001', 'If', 'εἰ'), ('n40006030002', 'however', 'δὲ'), ('n40006030003', 'the', 'τὸν'), ('n40006030004', 'grass', 'χόρτον'), ('n40006030005', 'of the', 'τοῦ'), ('n40006030006', 'field', 'ἀγροῦ'), ('n40006030007', 'today', 'σήμερον'), ('n40006030008', 'being [here]', 'ὄντα'), ('n40006030009', 'and', 'καὶ'), ('n40006030010', 'tomorrow', 'αὔριον'), ('n40006030011', 'into', 'εἰς'), ('n40006030012', 'the furnace', 'κλίβανον'), ('n40006030013', 'being thrown', 'βαλλόμενον'), ('n40006030014', '-', 'ὁ'), ('n40006030015', 'God', 'θεὸς'), ('n40006030016', 'thus', 'οὕτως'), ('n40006030017', 'clothes', 'ἀμφιέννυσιν'), ('n40006030018', '[will He] not', 'οὐ'), ('n40006030019', 'much', 'πολλῷ'), ('n40006030020', 'more', 'μᾶλλον'), ('n40006030021', 'you', 'ὑμᾶς'), ('n40006030022', 'O [you] of little faith', 'ὀλιγόπιστοι')]"
MAT 7:9,if his son asks him for bread,"('n40007009006', 'n40007009005', 'n40007009004', 'n40007009008', 'n40007009009', 'n40007009010', 'n40007009011', 'n40007009012')","('a man', 'of', 'you', 'will ask for', 'the', 'son', 'of him', 'bread')","('ἄνθρωπος', 'ἐξ', 'ὑμῶν', 'αἰτήσει', 'ὁ', 'υἱὸς', 'αὐτοῦ', 'ἄρτον')",will give him a stone,"('n40007009013', 'n40007009015', 'n40007009016', 'n40007009014')","('not', 'will he give', 'him', 'a stone')","('μὴ', 'ἐπιδώσει', 'αὐτῷ', 'λίθον')",pass,,"[('n40007009001', 'Or', 'ἢ'), ('n40007009002', 'which', 'τίς'), ('n40007009003', 'is', 'ἐστιν'), ('n40007009004', 'of', 'ἐξ'), ('n40007009005', 'you', 'ὑμῶν'), ('n40007009006', 'a man', 'ἄνθρωπος'), ('n40007009007', 'whom', 'ὃν'), ('n40007009008', 'will ask for', 'αἰτήσει'), ('n40007009009', 'the', 'ὁ'), ('n40007009010', 'son', 'υἱὸς'), ('n40007009011', 'of him', 'αὐτοῦ'), ('n40007009012', 'bread', 'ἄρτον'), ('n40007009013', 'not', 'μὴ'), ('n40007009014', 'a stone', 'λίθον'), ('n40007009015', 'will he give', 'ἐπιδώσει'), ('n40007009016', 'him', 'αὐτῷ')]"
MAT 7:10,NaN,"('n40007010001', 'n40007010002', 'n40007010003', 'n40007010004')","('Or', 'also', 'a fish', 'he will ask for')","('ἢ', 'καὶ', 'ἰχθὺν', 'αἰτήσει')",will give him a snake,"('n40007010005', 'n40007010006', 'n40007010007', 'n40007010008')","('not', 'a serpent', 'will he give', 'him')","('μὴ', 'ὄφιν', 'ἐπιδώσει', 'αὐτῷ')",pass,,"[('n40007010001', 'Or', 'ἢ'), ('n40007010002', 'also', 'καὶ'), ('n40007010003', 'a fish', 'ἰχθὺν'), ('n40007010004', 'he will ask for', 'αἰτήσει'), ('n40007010005', 'not', 'μὴ'), ('n40007010006', 'a serpent', 'ὄφιν'), ('n40007010007', 'will he give', 'ἐπιδώσει'), ('n40007010008', 'him', 'αὐτῷ')]"
MAT 7:11,"if you then, who are evil, know how to give good gifts to your children","('n40007011001', 'n40007011003', 'n40007011004', 'n40007011005', 'n40007011006', 'n40007011007', 'n40007011008', 'n40007011009', 'n40007011010', 'n40007011011', 'n40007011012')","('If', 'you', 'evil', 'being', 'know', 'gifts', 'good', 'to give', 'to the', 'children', 'of you')","('εἰ', 'ὑμεῖς', 'πονηροὶ', 'ὄντες', 'οἴδατε', 'δόματα', 'ἀγαθὰ', 'διδόναι', 'τοῖς', 'τέκνοις', 'ὑμῶν')",how much more will your Father who is in heaven give good things to those who ask him,"('n40007011013', 'n40007011014', 'n40007011015', 'n40007011016', 'n40007011017', 'n40007011018', 'n40007011019', 'n40007011020', 'n40007011021', 'n40007011022', 'n40007011023', 'n40007011024', 'n40007011025', 'n40007011026')","('how much', 'more', 'the', 'Father', 'of you', 'who [is]', 'in', 'the', 'heavens', 'will give', 'good things', 'to those', 'asking', 'Him')","('πόσῳ', 'μᾶλλον', 'ὁ', 'πατὴρ', 'ὑμῶν', 'ὁ', 'ἐν', 'τοῖς', 'οὐρανοῖς', 'δώσει', 'ἀγαθὰ', 'τοῖς', 'αἰτοῦσιν', 'αὐτόν')",pass,,"[('n40007011001', 'If', 'εἰ'), ('n40007011002', 'therefore', 'οὖν'), ('n40007011003', 'you', 'ὑμεῖς'), ('n40007011004', 'evil', 'πονηροὶ'), ('n40007011005', 'being', 'ὄντες'), ('n40007011006', 'know', 'οἴδατε'), ('n40007011007', 'gifts', 'δόματα'), ('n40007011008', 'good', 'ἀγαθὰ'), ('n40007011009', 'to give', 'διδόναι'), ('n40007011010', 'to the', 'τοῖς'), ('n40007011011', 'children', 'τέκνοις'), ('n40007011012', 'of you', 'ὑμῶν'), ('n40007011013', 'how much', 'πόσῳ'), ('n40007011014', 'more', 'μᾶλλον'), ('n40007011015', 'the', 'ὁ'), ('n40007011016', 'Father', 'πατὴρ'), ('n40007011017', 'of you', 'ὑμῶν'), ('n40007011018', 'who [is]', 'ὁ'), ('n40007011019', 'in', 'ἐν'), ('n40007011020', 'the', 'τοῖς'), ('n40007011021', 'heavens', 'οὐρανοῖς'), ('n40007011022', 'will give', 'δώσει'), ('n40007011023', 'good things', 'ἀγαθὰ'), ('n40007011024', 'to those', 'τοῖς'), ('n40007011025', 'asking', 'αἰτοῦσιν'), ('n40007011026', 'Him', 'αὐτόν')]"
MAT 8:2,if you will,"('n40008002009', 'n40008002010')","('if', 'You are willing')","('ἐὰν', 'θέλῃς')",you can make me clean,"('n40008002011', 'n40008002012', 'n40008002013')","('You are able', 'me', 'to cleanse')","('δύνασαί', 'με', 'καθαρίσαι')",pass,,"[('n40008002001', 'And', 'καὶ'), ('n40008002002', 'behold', 'ἰδοὺ'), ('n40008002003', 'a leper', 'λεπρὸς'), ('n40008002004', 'having come', 'προσελθὼν'), ('n40008002005', 'was worshipping', 'προσεκύνει'), ('n40008002006', 'Him', 'αὐτῷ'), ('n40008002007', 'saying', 'λέγων'), ('n40008002008', 'Lord', 'Κύριε'), ('n40008002009', 'if', 'ἐὰν'), ('n40008002010', 'You are willing', 'θέλῃς'), ('n40008002011', 'You are able', 'δύνασαί'), ('n40008002012', 'me', 'με'), ('n40008002013', 'to cleanse', 'καθαρίσαι')]"
MAT 8:31,if you cast us out,"('n40008031007', 'n40008031008', 'n40008031009')","('If', 'You cast out', 'us')","('Εἰ', 'ἐκβάλλεις', 'ἡμᾶς')",send us away into the herd of pigs,"('n40008031010', 'n40008031011', 'n40008031012', 'n40008031013', 'n40008031014', 'n40008031015')","('send away', 'us', 'into', 'the', 'herd', 'of pigs')","('ἀπόστειλον', 'ἡμᾶς', 'εἰς', 'τὴν', 'ἀγέλην', 'χοίρων')",pass,,"[('n40008031001', '-', 'οἱ'), ('n40008031002', 'And', 'δὲ'), ('n40008031003', 'the demons', 'δαίμονες'), ('n40008031004', 'were begging', 'παρεκάλουν'), ('n40008031005', 'Him', 'αὐτὸν'), ('n40008031006', 'saying', 'λέγοντες'), ('n40008031007', 'If', 'Εἰ'), ('n40008031008', 'You cast out', 'ἐκβάλλεις'), ('n40008031009', 'us', 'ἡμᾶς'), ('n40008031010', 'send away', 'ἀπόστειλον'), ('n40008031011', 'us', 'ἡμᾶς'), ('n40008031012', 'into', 'εἰς'), ('n40008031013', 'the', 'τὴν'), ('n40008031014', 'herd', 'ἀγέλην'), ('n40008031015', '-', 'τῶν'), ('n40008031016', 'of pigs', 'χοίρων')]"
MAT 9:17,if it is,"('n40009017008', 'n40009017010', 'n40009017012', 'n40009017013', 'n40009017014')","('if', 'not', 'are burst', 'the', 'wineskins')","('εἰ', 'μή', 'ῥήγνυνται', 'οἱ', 'ἀσκοί')",the skins burst and the wine is spilled and the skins are destroyed,"('n40009017018', 'n40009017020', 'n40009017021', 'n40009017022')","('is poured out', 'the', 'wineskins', 'are destroyed')","('ἐκχεῖται', 'οἱ', 'ἀσκοὶ', 'ἀπόλλυνται')",fail,,"[('n40009017001', 'Nor', 'οὐδὲ'), ('n40009017002', 'pour they', 'βάλλουσιν'), ('n40009017003', 'wine', 'οἶνον'), ('n40009017004', 'new', 'νέον'), ('n40009017005', 'into', 'εἰς'), ('n40009017006', 'wineskins', 'ἀσκοὺς'), ('n40009017007', 'old', 'παλαιούς'), ('n40009017008', 'if', 'εἰ'), ('n40009017009', 'now', 'δὲ'), ('n40009017010', nan, 'μή'), ('n40009017011', nan, 'γε'), ('n40009017012', 'are burst', 'ῥήγνυνται'), ('n40009017013', 'the', 'οἱ'), ('n40009017014', 'wineskins', 'ἀσκοί'), ('n40009017015', 'and', 'καὶ'), ('n40009017016', 'the', 'ὁ'), ('n40009017017', 'wine', 'οἶνος'), ('n40009017018', 'is poured out', 'ἐκχεῖται'), ('n40009017019', 'and', 'καὶ'), ('n40009017020', 'the', 'οἱ'), ('n40009017021', 'wineskins', 'ἀσκοὶ'), ('n40009017022', 'are destroyed', 'ἀπόλλυνται'), ('n40009017023', 'But', 'ἀλλὰ'), ('n40009017024', 'they pour', 'βάλλουσιν'), ('n40009017025', 'wine', 'οἶνον'), ('n40009017026', 'new', 'νέον'), ('n40009017027', 'into', 'εἰς'), ('n40009017028', 'wineskins', 'ἀσκοὺς'), ('n40009017029', 'new', 'καινούς'), ('n40009017030', 'and', 'καὶ'), ('n40009017031', 'both', 'ἀμφότεροι'), ('n40009017032', 'are preserved', 'συντηροῦνται')]"
MAT 9:21,if I only touch his garment,"('n40009021005', 'n40009021006', 'n40009021007', 'n40009021008', 'n40009021009', 'n40009021010')","('If', 'only', 'I shall touch', 'the', 'garment', 'of Him')","('Ἐὰν', 'μόνον', 'ἅψωμαι', 'τοῦ', 'ἱματίου', 'αὐτοῦ')",I will be made well,"('n40009021011',)","('I will be healed',)","('σωθήσομαι',)",pass,,"[('n40009021001', 'She was saying', 'ἔλεγεν'), ('n40009021002', 'for', 'γὰρ'), ('n40009021003', 'within', 'ἐν'), ('n40009021004', 'herself', 'ἑαυτῇ'), ('n40009021005', 'If', 'Ἐὰν'), ('n40009021006', 'only', 'μόνον'), ('n40009021007', 'I shall touch', 'ἅψωμαι'), ('n40009021008', 'the', 'τοῦ'), ('n40009021009', 'garment', 'ἱματίου'), ('n40009021010', 'of Him', 'αὐτοῦ'), ('n40009021011', 'I will be healed', 'σωθήσομαι')]"
MAT 10:13,if the house is worthy,"('n40010013002', 'n40010013004', 'n40010013005', 'n40010013006', 'n40010013007')","('if', 'be', 'the', 'house', 'worthy')","('ἐὰν', 'ᾖ', 'ἡ', 'οἰκία', 'ἀξία')",let your peace come upon it,"('n40010013008', 'n40010013009', 'n40010013010', 'n40010013011', 'n40010013012', 'n40010013013')","('let come', 'the', 'peace', 'of you', 'upon', 'it')","('ἐλθάτω', 'ἡ', 'εἰρήνη', 'ὑμῶν', 'ἐπ’', 'αὐτήν')",pass,,"[('n40010013001', 'And', 'καὶ'), ('n40010013002', 'if', 'ἐὰν'), ('n40010013003', 'indeed', 'μὲν'), ('n40010013004', 'be', 'ᾖ'), ('n40010013005', 'the', 'ἡ'), ('n40010013006', 'house', 'οἰκία'), ('n40010013007', 'worthy', 'ἀξία'), ('n40010013008', 'let come', 'ἐλθάτω'), ('n40010013009', 'the', 'ἡ'), ('n40010013010', 'peace', 'εἰρήνη'), ('n40010013011', 'of you', 'ὑμῶν'), ('n40010013012', 'upon', 'ἐπ’'), ('n40010013013', 'it', 'αὐτήν'), ('n40010013014', 'if', 'ἐὰν'), ('n40010013015', 'however', 'δὲ'), ('n40010013016', 'not', 'μὴ'), ('n40010013017', 'it be', 'ᾖ'), ('n40010013018', 'worthy', 'ἀξία'), ('n40010013019', 'the', 'ἡ'), ('n40010013020', 'peace', 'εἰρήνη'), ('n40010013021', 'of you', 'ὑμῶν'), ('n40010013022', 'to', 'πρὸς'), ('n40010013023', 'you', 'ὑμᾶς'), ('n40010013024', 'let return', 'ἐπιστραφήτω')]"
MAT 10:13,if it is not worthy,"('n40010013002', 'n40010013004', 'n40010013005', 'n40010013006', 'n40010013007')","('if', 'be', 'the', 'house', 'worthy')","('ἐὰν', 'ᾖ', 'ἡ', 'οἰκία', 'ἀξία')",let your peace return to you,"('n40010013008', 'n40010013009', 'n40010013010', 'n40010013011', 'n40010013012', 'n40010013013')","('let come', 'the', 'peace', 'of you', 'upon', 'it')","('ἐλθάτω', 'ἡ', 'εἰρήνη', 'ὑμῶν', 'ἐπ’', 'αὐτήν')",pass,,"[('n40010013001', 'And', 'καὶ'), ('n40010013002', 'if', 'ἐὰν'), ('n40010013003', 'indeed', 'μὲν'), ('n40010013004', 'be', 'ᾖ'), ('n40010013005', 'the', 'ἡ'), ('n40010013006', 'house', 'οἰκία'), ('n40010013007', 'worthy', 'ἀξία'), ('n40010013008', 'let come', 'ἐλθάτω'), ('n40010013009', 'the', 'ἡ'), ('n40010013010', 'peace', 'εἰρήνη'), ('n40010013011', 'of you', 'ὑμῶν'), ('n40010013012', 'upon', 'ἐπ’'), ('n40010013013', 'it', 'αὐτήν'), ('n40010013014', 'if', 'ἐὰν'), ('n40010013015', 'however', 'δὲ'), ('n40010013016', 'not', 'μὴ'), ('n40010013017', 'it be', 'ᾖ'), ('n40010013018', 'worthy', 'ἀξία'), ('n40010013019', 'the', 'ἡ'), ('n40010013020', 'peace', 'εἰρήνη'), ('n40010013021', 'of you', 'ὑμῶν'), ('n40010013022', 'to', 'πρὸς'), ('n40010013023', 'you', 'ὑμᾶς'), ('n40010013024', 'let return', 'ἐπιστραφήτω')]"
MAT 10:25,if they have called the master of the house Beelzebul,"('n40010025017', 'n40010025018', 'n40010025019', 'n40010025020', 'n40010025021')","('If', 'the', 'master of the house', 'Beelzebul', 'they called')","('εἰ', 'τὸν', 'οἰκοδεσπότην', 'Βεελζεβοὺλ', 'ἐπεκάλεσαν')",how much more the members of his household,"('n40010025022', 'n40010025023', 'n40010025024', 'n40010025025', 'n40010025026')","('how much', 'more', 'those', 'house members', 'of him')","('πόσῳ', 'μᾶλλον', 'τοὺς', 'οἰκιακοὺς', 'αὐτοῦ')",pass,Protasis IDs duplicated,"[('n40010025001', '[It is] sufficient', 'ἀρκετὸν'), ('n40010025002', 'for the', 'τῷ'), ('n40010025003', 'disciple', 'μαθητῇ'), ('n40010025004', 'that', 'ἵνα'), ('n40010025005', 'he become', 'γένηται'), ('n40010025006', 'as', 'ὡς'), ('n40010025007', 'the', 'ὁ'), ('n40010025008', 'teacher', 'διδάσκαλος'), ('n40010025009', 'of him', 'αὐτοῦ'), ('n40010025010', 'and', 'καὶ'), ('n40010025011', 'the', 'ὁ'), ('n40010025012', 'servant', 'δοῦλος'), ('n40010025013', 'as', 'ὡς'), ('n40010025014', 'the', 'ὁ'), ('n40010025015', 'master', 'κύριος'), ('n40010025016', 'of him', 'αὐτοῦ'), ('n40010025017', 'If', 'εἰ'), ('n40010025018', 'the', 'τὸν'), ('n40010025019', 'master of the house', 'οἰκοδεσπότην'), ('n40010025020', 'Beelzebul', 'Βεελζεβοὺλ'), ('n40010025021', 'they called', 'ἐπεκάλεσαν'), ('n40010025022', 'how much', 'πόσῳ'), ('n40010025023', 'more', 'μᾶλλον'), ('n40010025024', 'those', 'τοὺς'), ('n40010025025', 'house members', 'οἰκιακοὺς'), ('n40010025026', 'of him', 'αὐτοῦ')]"
